0 1061 1110 428 480 49 52 379524.000000 1834
1000000 972 1233 410 495 261 85 2067154.000000 9517
2000000 960 1229 411 498 269 87 2194275.000000 10104
3000000 952 1225 413 497 273 84 2329503.000000 10807
4000000 944 1218 413 498 274 85 2349776.000000 10883
5000000 936 1222 413 499 286 86 2465470.000000 11427
6000000 943 1221 412 500 278 88 2361293.000000 10932
7000000 953 1217 413 501 264 88 2293688.000000 10662
8000000 960 1212 413 498 252 85 2118276.000000 9822
9000000 964 1196 412 498 232 86 1931071.000000 8914
10000000 966 1179 412 497 213 85 1826415.000000 8436
11000000 967 1179 413 497 212 84 1802540.000000 8336
12000000 968 1186 413 496 218 83 1902307.000000 8810
13000000 957 1199 411 498 242 87 2141635.000000 9957
14000000 940 1217 412 497 277 85 2453663.000000 11310
15000000 951 1215 414 497 264 83 2304085.000000 10680
16000000 948 1218 413 497 270 84 2393900.000000 11011
17000000 943 1232 413 497 289 84 2682292.000000 12280
18000000 976 1219 412 496 243 84 2067927.000000 9561
19000000 979 1221 412 495 242 83 1913240.000000 8805
20000000 979 1229 411 495 250 84 2019739.000000 9269
21000000 976 1234 409 498 258 89 2133892.000000 9812
22000000 963 1242 408 500 279 92 2411966.000000 11155
23000000 960 1223 411 497 263 86 2292192.000000 10602
24000000 954 1230 414 497 276 83 2426157.000000 11268
25000000 933 1231 412 498 298 86 2534941.000000 11689
26000000 929 1233 412 501 304 89 2576289.000000 11843
27000000 933 1237 412 503 304 91 3134466.000000 14066
28000000 889 1283 408 503 394 95 4286972.000000 18844
29000000 841 1284 408 507 443 99 5040717.000000 21571
30000000 915 1222 419 500 307 81 2903415.000000 13004
31000000 945 1195 420 495 250 75 2342999.000000 10741
32000000 954 1182 411 500 228 89 2237796.000000 10363
33000000 952 1194 410 501 242 91 2319323.000000 10763
34000000 956 1197 411 498 241 87 2219952.000000 10314
35000000 961 1211 412 498 250 86 2271115.000000 10612
36000000 963 1215 412 500 252 88 2311941.000000 10813
37000000 960 1235 412 496 275 84 2589189.000000 11956
38000000 966 1253 405 495 287 90 2470990.000000 11366
39000000 965 1270 404 496 305 92 2703011.000000 12413
40000000 942 1299 391 508 357 117 3790993.000000 16801
41000000 931 1316 403 502 385 99 4207746.000000 18547
42000000 865 1366 399 506 501 107 5602923.000000 24150
43000000 773 1384 406 518 611 112 7103407.000000 30039
44000000 852 1238 410 509 386 99 4180422.000000 18252
45000000 904 1189 410 503 285 93 2865883.000000 12943
46000000 932 1187 411 500 255 89 2405219.000000 11136
47000000 944 1199 411 498 255 87 2396861.000000 11066
48000000 940 1213 412 495 273 83 2435923.000000 11281
49000000 945 1211 412 495 266 83 2339773.000000 10852
50000000 953 1195 414 495 242 81 2205057.000000 10233
51000000 957 1187 414 495 230 81 2069620.000000 9634
52000000 962 1190 412 496 228 84 2030737.000000 9463
53000000 968 1195 412 496 227 84 1986619.000000 9273
54000000 968 1195 416 495 227 79 2019820.000000 9423
55000000 960 1196 412 498 236 86 2147962.000000 10048
