0 1073 1138 389 450 65 61 254.000000 2852
1000000 1067 1148 340 482 81 142 254.000000 6542
2000000 1065 1150 340 485 85 145 254.000000 6967
3000000 1066 1151 345 489 85 144 254.000000 7425
4000000 1063 1150 347 492 87 145 254.000000 7660
5000000 1064 1152 345 494 88 149 254.000000 7764
6000000 1064 1153 346 494 89 148 254.000000 7722
7000000 1065 1153 347 490 88 143 254.000000 7575
8000000 1062 1152 350 488 90 138 254.000000 7337
9000000 1065 1151 355 488 86 133 254.000000 7093
10000000 1065 1153 359 484 88 125 254.000000 6699
11000000 1063 1155 357 486 92 129 254.000000 7680
12000000 1064 1151 356 486 87 130 254.000000 7127
13000000 1064 1151 351 488 87 137 254.000000 7393
14000000 1065 1151 350 488 86 138 254.000000 7331
15000000 1061 1150 347 486 89 139 254.000000 8222
16000000 1061 1150 342 488 89 146 254.000000 8512
17000000 1064 1149 345 485 85 140 254.000000 7757
18000000 1062 1150 339 483 88 144 254.000000 7867
19000000 1065 1148 333 484 83 151 254.000000 7183
20000000 1066 1147 337 482 81 145 254.000000 6892
21000000 1065 1148 339 484 83 145 254.000000 7012
22000000 1060 1151 334 499 91 165 254.000000 9075
23000000 1064 1149 329 490 85 161 254.000000 8030
24000000 1062 1151 339 489 89 150 254.000000 8585
25000000 1062 1148 338 505 86 167 254.000000 8318
26000000 1058 1149 344 502 91 158 254.000000 8584
27000000 1061 1150 349 497 89 148 254.000000 8495
28000000 1061 1149 351 503 88 152 254.000000 8655
29000000 1041 1172 357 504 131 147 254.000000 13475
30000000 1055 1159 355 493 104 138 254.000000 9218
31000000 1059 1153 353 495 94 142 254.000000 8099
32000000 1062 1148 341 500 86 159 254.000000 8815
33000000 1070 1145 323 499 75 176 254.000000 8077
34000000 1065 1145 321 482 80 161 254.000000 7374
35000000 1061 1153 332 488 92 156 254.000000 9992
36000000 1054 1157 337 492 103 155 254.000000 10642
37000000 1062 1150 322 488 88 166 254.000000 8600
38000000 1051 1158 316 516 107 200 254.000000 12519
39000000 1059 1158 335 497 99 162 254.000000 10734
40000000 1054 1159 347 496 105 149 254.000000 10555
41000000 1062 1149 341 493 87 152 254.000000 8474
42000000 1051 1153 347 497 102 150 254.000000 9144
43000000 1041 1160 347 501 119 154 254.000000 11387
44000000 1044 1170 342 490 126 148 254.000000 12155
45000000 1064 1150 341 496 86 155 254.000000 9390
46000000 1064 1146 343 495 82 152 254.000000 8016
47000000 1064 1145 345 490 81 145 254.000000 7031
48000000 1065 1146 345 490 81 145 254.000000 7130
49000000 1062 1150 347 492 88 145 254.000000 7825
50000000 1060 1150 345 496 90 151 254.000000 8570
51000000 1065 1145 346 487 80 141 254.000000 7493
52000000 1064 1142 342 490 78 148 254.000000 6950
53000000 1064 1143 339 496 79 157 254.000000 7040
54000000 1064 1142 336 502 78 166 254.000000 6781
55000000 1065 1139 327 506 74 179 254.000000 6896
56000000 1065 1139 322 510 74 188 254.000000 6545
57000000 1066 1143 321 510 77 189 254.000000 6663
58000000 1061 1142 306 525 81 219 254.000000 7785
59000000 1059 1143 301 531 84 230 254.000000 7889
60000000 1060 1143 300 530 83 230 254.000000 7474
61000000 1057 1146 290 537 89 247 254.000000 8373
62000000 1052 1145 270 554 93 284 254.000000 8751
63000000 1050 1149 254 578 99 324 254.000000 9680
64000000 1051 1150 236 588 99 352 254.000000 10183
65000000 1049 1154 206 616 105 410 254.000000 12332
66000000 1036 1164 173 649 128 476 254.000000 14207
67000000 1034 1167 186 643 133 457 254.000000 13514
68000000 1049 1152 246 590 103 344 254.000000 9480
69000000 1067 1138 304 535 71 231 254.000000 10943
70000000 1051 1157 324 513 106 189 254.000000 10010
71000000 1035 1182 345 491 147 146 254.000000 13714
72000000 1042 1167 354 478 125 124 254.000000 11107
73000000 1048 1163 351 488 115 137 254.000000 9000
74000000 1061 1157 322 523 96 201 254.000000 9160
75000000 1057 1147 306 536 90 230 254.000000 12363
76000000 1042 1165 318 516 123 198 254.000000 13323
77000000 1018 1195 342 487 177 145 254.000000 11893
78000000 1044 1164 348 482 120 134 254.000000 9517
79000000 1057 1160 350 482 103 132 254.000000 9666
80000000 1051 1160 350 481 109 131 254.000000 8546
81000000 1051 1165 369 471 114 102 254.000000 8547
82000000 1062 1156 357 473 94 116 254.000000 7624
83000000 1059 1153 347 476 94 129 254.000000 8632
84000000 1048 1158 347 476 110 129 254.000000 9657
85000000 1039 1166 349 473 127 124 254.000000 10561
86000000 1014 1189 355 465 175 110 254.000000 12583
87000000 982 1237 371 473 255 102 254.000000 12619
88000000 980 1230 373 467 250 94 254.000000 13269
89000000 1024 1191 375 462 167 87 254.000000 10323
90000000 1041 1170 378 465 129 87 254.000000 8557
91000000 1050 1168 378 465 118 87 254.000000 7796
92000000 1054 1163 377 467 109 90 254.000000 7242
93000000 1057 1161 372 467 104 95 254.000000 6869
