0 1016 1067 437 487 51 50 365111.000000 1749
1000000 896 1158 420 506 262 86 2164767.000000 10020
2000000 896 1174 419 506 278 87 2268137.000000 10478
3000000 902 1178 417 504 276 87 2390782.000000 11093
4000000 909 1182 418 503 273 85 2414340.000000 11185
5000000 904 1187 413 503 283 90 2484660.000000 11494
6000000 905 1183 413 502 278 89 2427083.000000 11279
7000000 909 1178 413 502 269 89 2343374.000000 10934
8000000 917 1170 413 500 253 87 2152547.000000 10007
9000000 928 1165 411 499 237 88 1985838.000000 9230
10000000 948 1164 419 499 216 80 1823004.000000 8467
11000000 952 1159 420 498 207 78 1802970.000000 8339
12000000 942 1160 418 499 218 81 1918664.000000 8934
13000000 929 1172 411 500 243 89 2174185.000000 10082
14000000 912 1181 412 502 269 90 2434191.000000 11282
15000000 913 1177 420 502 264 82 2332231.000000 10830
16000000 908 1178 417 504 270 87 2394010.000000 11055
17000000 896 1179 421 503 283 82 2548758.000000 11675
18000000 911 1149 421 506 238 85 2084914.000000 9629
19000000 905 1143 420 506 238 86 1994158.000000 9211
20000000 896 1144 421 507 248 86 2039919.000000 9446
21000000 897 1146 418 508 249 90 2078277.000000 9579
22000000 889 1161 417 506 272 89 2453632.000000 11325
23000000 902 1165 419 504 263 85 2313122.000000 10694
24000000 897 1174 416 507 277 91 2630985.000000 12008
25000000 899 1184 415 503 285 88 2534024.000000 11626
26000000 897 1185 412 502 288 90 2558377.000000 11740
27000000 894 1183 410 505 289 95 3021634.000000 13657
28000000 858 1215 412 503 357 91 3663976.000000 16367
29000000 871 1248 407 507 377 100 4201143.000000 18288
30000000 913 1200 413 502 287 89 2941417.000000 13368
31000000 944 1179 412 498 235 86 2226030.000000 10367
32000000 952 1170 411 501 218 90 2141349.000000 9972
33000000 932 1178 417 502 246 85 2535999.000000 11619
34000000 930 1177 421 499 247 78 2195993.000000 10246
35000000 923 1166 420 503 243 83 2246742.000000 10436
36000000 913 1166 423 507 253 84 2450439.000000 11384
37000000 894 1170 423 503 276 80 2409564.000000 11151
38000000 880 1162 421 505 282 84 2411924.000000 11147
39000000 866 1163 418 508 297 90 2555971.000000 11740
40000000 837 1175 411 518 338 107 2997948.000000 13555
41000000 827 1180 412 513 353 101 3583528.000000 15951
42000000 782 1225 411 524 443 113 4618942.000000 20047
43000000 775 1314 399 527 539 128 6218804.000000 26476
44000000 893 1240 415 501 347 86 3667065.000000 16186
45000000 934 1212 418 500 278 82 2674122.000000 12210
46000000 933 1184 419 502 251 83 2256225.000000 10413
47000000 927 1177 419 503 250 84 2279756.000000 10517
48000000 925 1177 419 506 252 87 2372200.000000 10835
49000000 924 1179 413 507 255 94 2404856.000000 11063
50000000 930 1176 414 507 246 93 2248861.000000 10497
51000000 942 1163 418 503 221 85 1951498.000000 9076
52000000 943 1160 418 502 217 84 1896726.000000 8841
53000000 940 1155 418 508 215 90 1933460.000000 9031
54000000 935 1157 418 506 222 88 1993176.000000 9327
55000000 934 1164 411 507 230 96 2065315.000000 9646
56000000 932 1164 412 506 232 94 2124376.000000 9861
57000000 931 1158 412 508 227 96 2280429.000000 10405
58000000 920 1153 417 514 233 97 2125972.000000 9918
59000000 903 1146 417 512 243 95 2121597.000000 9847
60000000 892 1157 413 514 265 101 2321333.000000 10842
61000000 882 1168 410 517 286 107 2589340.000000 12109
62000000 881 1170 409 520 289 111 2748925.000000 12815
63000000 888 1165 403 526 277 123 2837644.000000 13242
64000000 894 1173 395 544 279 149 2859794.000000 13407
65000000 900 1162 372 551 262 179 4130719.000000 19024
66000000 904 1162 400 525 258 125 3999090.000000 18563
67000000 913 1163 411 510 250 99 3285099.000000 14783
68000000 911 1164 411 507 253 96 2802252.000000 12559
69000000 910 1175 413 508 265 95 2616204.000000 11808
70000000 918 1169 411 511 251 100 2682143.000000 12153
71000000 926 1157 404 520 231 116 3470086.000000 15852
72000000 912 1173 412 514 261 102 3621139.000000 16695
73000000 892 1186 424 499 294 75 3204352.000000 14466
74000000 882 1198 421 502 316 81 2867193.000000 12944
75000000 878 1201 414 503 323 89 3081343.000000 13685
76000000 873 1212 408 507 339 99 3251845.000000 14410
77000000 859 1210 394 508 351 114 3665068.000000 16087
78000000 848 1215 394 508 367 114 4017166.000000 17566
79000000 829 1225 394 512 396 118 4273208.000000 18527
80000000 811 1244 393 523 433 130 5081562.000000 22294
81000000 800 1252 389 520 452 131 5796442.000000 26013
82000000 772 1288 403 513 516 110 6213509.000000 27710
83000000 734 1330 391 520 596 129 6840625.000000 30154
84000000 684 1401 387 526 717 139 7862500.000000 34010
85000000 608 1521 371 537 913 166 9494190.000000 40482
86000000 629 1548 372 536 919 164 9375375.000000 39865
87000000 753 1398 395 527 645 132 7333179.000000 32060
88000000 830 1286 412 517 456 105 5711728.000000 25697
89000000 860 1230 417 511 370 94 4787876.000000 21863
90000000 899 1186 423 508 287 85 3681021.000000 16647
91000000 944 1142 425 507 198 82 2431689.000000 11351
92000000 971 1118 424 507 147 83 1695025.000000 8022
93000000 979 1108 424 503 129 79 1321690.000000 6222
94000000 984 1100 424 503 116 79 1310151.000000 6189
95000000 987 1092 426 501 105 75 1202441.000000 5672
96000000 988 1099 428 501 111 73 1220272.000000 5738
97000000 984 1102 429 503 118 74 1276068.000000 5991
98000000 981 1100 429 504 119 75 1247867.000000 5867
99000000 978 1100 429 499 122 70 1269954.000000 5993
100000000 971 1104 429 497 133 68 1330026.000000 6260
101000000 964 1107 427 500 143 73 1470301.000000 6939
102000000 955 1111 425 498 156 73 1583175.000000 7461
103000000 945 1116 425 501 171 76 1684961.000000 7898
104000000 942 1123 424 500 181 76 1770280.000000 8308
105000000 945 1137 424 498 192 74 1773805.000000 8302
106000000 953 1138 425 495 185 70 1642163.000000 7682
107000000 961 1122 427 496 161 69 1514433.000000 7075
108000000 965 1115 428 497 150 69 1443843.000000 6759
109000000 971 1112 428 497 141 69 1386104.000000 6501
110000000 977 1110 430 496 133 66 1274929.000000 6006
111000000 978 1106 432 495 128 63 1225728.000000 5770
112000000 968 1105 432 495 137 63 1337906.000000 6283
113000000 961 1109 425 498 148 73 1566897.000000 7342
114000000 956 1106 427 501 150 74 1557748.000000 7335
115000000 952 1101 426 503 149 77 1453312.000000 6830
116000000 949 1107 426 502 158 76 1467793.000000 6929
117000000 950 1111 426 500 161 74 1528378.000000 7183
118000000 949 1117 426 500 168 74 1622556.000000 7608
119000000 946 1124 425 499 178 74 1688017.000000 7896
120000000 937 1139 425 499 202 74 1831595.000000 8577
121000000 929 1144 423 502 215 79 2025068.000000 9496
122000000 926 1160 421 502 234 81 2139041.000000 10019
123000000 933 1162 421 500 229 79 2100453.000000 9787
124000000 953 1153 420 497 200 77 1926843.000000 8972
125000000 968 1140 424 498 172 74 1704302.000000 7995
126000000 971 1137 425 498 166 73 1565481.000000 7366
127000000 969 1119 425 497 150 72 1522475.000000 7153
128000000 965 1117 425 496 152 71 1492060.000000 7015
129000000 967 1115 426 496 148 70 1456941.000000 6866
130000000 970 1112 427 496 142 69 1378627.000000 6502
131000000 973 1110 427 496 137 69 1290775.000000 6102
132000000 975 1109 428 496 134 68 1284394.000000 6092
133000000 974 1108 429 496 134 67 1297273.000000 6156
134000000 973 1109 430 496 136 66 1299250.000000 6154
135000000 975 1108 429 496 133 67 1299179.000000 6145
136000000 973 1108 428 496 135 68 1334561.000000 6311
137000000 971 1108 427 497 137 70 1338219.000000 6333
138000000 968 1108 426 496 140 70 1350720.000000 6405
139000000 966 1108 425 496 142 71 1366440.000000 6437
140000000 962 1109 426 497 147 71 1437541.000000 6792
141000000 960 1110 425 498 150 73 1573541.000000 7439
142000000 956 1111 424 502 155 78 1734514.000000 8126
143000000 954 1114 425 503 160 78 1807807.000000 8443
144000000 949 1118 424 507 169 83 1801992.000000 8474
145000000 946 1139 423 508 193 85 1845106.000000 8719
146000000 947 1138 425 504 191 79 1845177.000000 8712
147000000 947 1138 425 501 191 76 1746016.000000 8229
148000000 951 1137 426 501 186 75 1659433.000000 7817
149000000 955 1135 425 498 180 73 1612220.000000 7594
150000000 956 1124 425 499 168 74 1599976.000000 7547
151000000 957 1121 426 499 164 73 1563020.000000 7365
152000000 957 1118 425 498 161 73 1535984.000000 7238
153000000 956 1119 425 498 163 73 1524073.000000 7199
154000000 959 1118 426 497 159 71 1511916.000000 7128
155000000 960 1119 425 498 159 73 1538514.000000 7246
156000000 958 1120 426 498 162 72 1572684.000000 7416
157000000 957 1124 426 498 167 72 1601558.000000 7538
158000000 954 1124 425 500 170 75 1647238.000000 7762
159000000 948 1134 426 500 186 74 1679413.000000 7888
160000000 943 1123 426 501 180 75 1703440.000000 7982
161000000 935 1118 427 501 183 74 1713034.000000 8006
162000000 928 1117 426 502 189 76 1724213.000000 8088
163000000 923 1113 427 503 190 76 1713425.000000 8001
164000000 919 1136 424 503 217 79 1837959.000000 8575
165000000 914 1140 422 503 226 81 2004088.000000 9353
166000000 915 1142 421 503 227 82 2133104.000000 9888
167000000 917 1150 418 503 233 85 2244062.000000 10366
168000000 924 1155 416 503 231 87 2384092.000000 11046
169000000 932 1156 414 507 224 93 2485497.000000 11574
170000000 937 1154 412 517 217 105 2537637.000000 11820
171000000 944 1144 409 514 200 105 2517387.000000 11746
172000000 942 1145 407 518 203 111 2241498.000000 10614
173000000 927 1144 407 518 217 111 2383066.000000 11199
174000000 925 1143 409 517 218 108 2590797.000000 12032
175000000 925 1142 411 515 217 104 2660035.000000 12280
176000000 922 1142 412 512 220 100 2722787.000000 12531
177000000 921 1141 415 510 220 95 2711081.000000 12429
178000000 918 1140 418 507 222 89 2609687.000000 12018
179000000 922 1139 422 505 217 83 2331158.000000 10756
180000000 928 1138 425 501 210 76 2050473.000000 9448
181000000 932 1124 426 498 192 72 1874128.000000 8727
182000000 939 1138 427 498 199 71 1848390.000000 8669
183000000 943 1139 425 499 196 74 1892197.000000 8908
